studio,domestic_gross,foreign_gross,year,title_new
CJ,507000.0,0.0,2017,our president
Vita.,360000.0,143000.0,2017,letters from baghdad
BST,490000.0,0.0,2017,breathe (2017)
BG,444000.0,0.0,2017,song to song
KL,378000.0,0.0,2017,tom of finland
Orion,336000.0,0.0,2017,god's own country
GK,312000.0,0.0,2017,the breadwinner
Elev.,310000.0,0.0,2017,a silent voice
GK,310000.0,0.0,2017,my life as a zucchini
SPC,302000.0,0.0,2017,happy end
FM,272000.0,0.0,2017,after the storm
IFC,263000.0,0.0,2017,wakefield
IFC,260000.0,0.0,2017,"i, daniel blake"
Magn.,258000.0,0.0,2017,cezanne et moi
CJ,253000.0,0.0,2017,the fortress
FUN,248000.0,0.0,2017,black butler: book of the atlantic
WGUSA,242000.0,0.0,2017,the swindlers
IFC,128000.0,100000.0,2017,city of ghosts
WGUSA,207000.0,0.0,2017,the prison
Jan.,184000.0,0.0,2017,the other side of hope
FR,181000.0,0.0,2017,marjorie prime
IFC,176000.0,0.0,2017,graduation
Abr.,174000.0,0.0,2017,mr. gaga: a true story of love and dance
FUN,172000.0,0.0,2017,in this corner of the world
Jan.,171000.0,0.0,2017,david lynch: the art life
SPC,162000.0,0.0,2017,13 minutes
IFC,155000.0,0.0,2017,the journey
Scre.,151000.0,0.0,2017,the void
Magn.,151000.0,0.0,2017,blade of the immortal
Orch.,147000.0,0.0,2017,thelma
Orch.,125000.0,0.0,2017,bpm (beats per minute)
CL,123000.0,0.0,2017,explosion
Gold.,113000.0,0.0,2017,the king's choice
KL,113000.0,0.0,2017,slack bay
Strand,107000.0,0.0,2017,like crazy (2017)
CJ,105000.0,0.0,2017,fabricated city
Jan.,102000.0,0.0,2017,the lure
Grav.,101000.0,0.0,2017,score: a film music documentary
Eros,99600.0,0.0,2017,munna michael
WGUSA,96800.0,0.0,2017,the mayor
CFI,96000.0,0.0,2017,the fencer
WGUSA,91300.0,0.0,2017,memoir of a murderer
CJ,91000.0,0.0,2017,the king's case note
FIP,84500.0,0.0,2017,warriors of the dawn
Strand,81100.0,0.0,2017,the nile hilton incident
KL,78000.0,0.0,2017,pop aye
CJ,63200.0,0.0,2017,i can speak
UTMW,62500.0,0.0,2017,tomorrow
CLS,60300.0,0.0,2017,worlds apart
Crimson,54200.0,0.0,2017,extraordinary mission
Strand,50500.0,0.0,2017,the ornithologist
GK,48200.0,0.0,2017,napping princess
CL,46800.0,0.0,2017,twenty two
WGUSA,43100.0,0.0,2017,bluebeard
Osci.,41600.0,0.0,2017,one week and a day
Magn.,38700.0,0.0,2017,the commune
KL,37600.0,0.0,2017,a woman's life
FM,33400.0,0.0,2017,afterimage
IFC,33100.0,0.0,2017,alone in berlin
WGUSA,27700.0,0.0,2017,the villainess
KL,26400.0,0.0,2017,the daughter
CAVU,25300.0,0.0,2017,moscow never sleeps
Magn.,22900.0,0.0,2017,my scientology movie
EF,22800.0,0.0,2017,una
Abr.,21900.0,0.0,2017,bending the arc
GK,21800.0,0.0,2017,the girl without hands
Arrow,21000.0,0.0,2017,whisky galore
WGUSA,20400.0,0.0,2017,rv: resurrected victims
WGUSA,20400.0,0.0,2017,better watch out
ADC,20200.0,0.0,2017,absolutely anything
FM,18400.0,0.0,2017,glory (2017)
KL,15100.0,0.0,2017,porto
WGUSA,14200.0,0.0,2017,brotherhood of blades 2: the infernal battlefield
Sony,14000.0,0.0,2017,abracadabra
VE,12500.0,0.0,2017,blind
Strand,12400.0,0.0,2017,felicite
FR,11500.0,0.0,2017,dead awake (2017)
Distrib.,8500.0,0.0,2017,the country doctor
VE,7800.0,0.0,2017,overdrive
Strand,6600.0,0.0,2017,suntan
A24,5700.0,0.0,2017,trespass against us
FM,5600.0,0.0,2017,the ardennes
Sony,5500.0,0.0,2017,oro
VE,4200.0,0.0,2017,singularity
Hiber,3600.0,0.0,2017,emily (2017)
Distrib.,500.0,0.0,2017,max & leon
Magn.,400.0,0.0,2017,2:22
BV,678800000.0,0.0,2018,avengers: infinity war
BV,700100000.0,646900000.0,2018,black panther
Uni.,417700000.0,891800000.0,2018,jurassic world: fallen kingdom
BV,608600000.0,634200000.0,2018,incredibles 2
WB,335100000.0,812700000.0,2018,aquaman
Fox,216400000.0,687200000.0,2018,bohemian rhapsody
Sony,213500000.0,641500000.0,2018,venom (2018)
Par.,220200000.0,571000000.0,2018,mission: impossible - fallout
Fox,318500000.0,460500000.0,2018,deadpool 2
WB,159600000.0,494100000.0,2018,fantastic beasts: the crimes of grindelwald
BV,216600000.0,406000000.0,2018,ant-man and the wasp
WB,137700000.0,445200000.0,2018,ready player one
WGUSA,1500000.0,577700000.0,2018,operation red sea
WB,2000000.0,542100000.0,2018,detective chinatown 2
WB,145400000.0,384800000.0,2018,the meg
BV,201100000.0,328100000.0,2018,ralph breaks the internet
Sony,167500000.0,361100000.0,2018,hotel transylvania 3: summer vacation
Uni.,270600000.0,241000000.0,2018,dr. seuss' the grinch (2018)
Par.,127200000.0,340800000.0,2018,bumblebee
WB,215300000.0,218900000.0,2018,a star is born (2018)
WB (NL),101000000.0,327000000.0,2018,rampage (2018)
Uni.,120600000.0,274400000.0,2018,mamma mia! here we go again
BV,213800000.0,179200000.0,2018,solo: a star wars story
Sony,190200000.0,185300000.0,2018,spider-man: into the spider-verse
Uni.,100400000.0,271500000.0,2018,fifty shades freed
WB (NL),117500000.0,248100000.0,2018,the nun
LGF,706000.0,361000000.0,2018,monster hunt 2
Sony,115300000.0,236000000.0,2018,peter rabbit
BV,172000000.0,177600000.0,2018,mary poppins returns
Par.,188000000.0,152900000.0,2018,a quiet place
Uni.,85100000.0,234700000.0,2018,green book
Uni.,68400000.0,236400000.0,2018,skyscraper
WB,140200000.0,157500000.0,2018,ocean's 8
Uni.,59900000.0,231100000.0,2018,pacific rim uprising
Fox,58000000.0,230200000.0,2018,maze runner: the death cure
WB,58300000.0,216400000.0,2018,tomb raider
Uni.,159300000.0,96100000.0,2018,halloween (2018)
WB,174500000.0,64000000.0,2018,crazy rich asians
WB,40900000.0,186400000.0,2018,paddington 2
WB,83200000.0,130900000.0,2018,smallfoot
MGM,115700000.0,98300000.0,2018,creed ii
BV,99200000.0,98500000.0,2018,disney's christopher robin
Sony,102100000.0,88300000.0,2018,the equalizer 2
BV,54900000.0,119100000.0,2018,the nutcracker and the four realms
WB,103800000.0,68700000.0,2018,the mule
Uni.,67700000.0,100100000.0,2018,insidious: the last key
Fox,51000000.0,109500000.0,2018,the predator (2018)
Uni.,4400000.0,154500000.0,2018,johnny english strikes again
Fox,46900000.0,104700000.0,2018,red sparrow
Uni.,69500000.0,67500000.0,2018,the first purge
BV,100500000.0,32200000.0,2018,a wrinkle in time
Uni.,68500000.0,62900000.0,2018,the house with a clock in its walls
Par.,67400000.0,53200000.0,2018,instant family
LGF,36300000.0,83600000.0,2018,the commuter
WB (NL),69200000.0,48500000.0,2018,game night
WGUSA,187000.0,114900000.0,2018,the monkey king 3
Uni.,44900000.0,60800000.0,2018,first man
Uni.,77300000.0,25800000.0,2018,night school (2018)
Studio 8,35900000.0,62300000.0,2018,alpha
LGF,53500000.0,44100000.0,2018,a simple favor
FoxS,34400000.0,61600000.0,2018,the favourite
Uni.,41400000.0,53900000.0,2018,truth or dare
STX,48800000.0,45700000.0,2018,i feel pretty
Uni.,60300000.0,33700000.0,2018,blockers
Sony,46700000.0,46600000.0,2018,goosebumps 2: haunted halloween
Focus,49300000.0,44000000.0,2018,blackkklansman
PNT,50300000.0,40900000.0,2018,overboard (2018)
Par.,43200000.0,47100000.0,2018,sherlock gnomes
LG/S,30800000.0,54000000.0,2018,robin hood (2018)
Uni.,16000000.0,67700000.0,2018,mortal engines
WGUSA,747000.0,82100000.0,2018,how long will i love u
STX,44900000.0,35600000.0,2018,den of thieves
A24,44100000.0,35300000.0,2018,hereditary
WB (NL),54700000.0,23400000.0,2018,tag
Annapurna,47800000.0,28200000.0,2018,vice
Fox,42400000.0,33600000.0,2018,widows
Sony,50100000.0,25800000.0,2018,sicario: day of the soldado
SGem,26000000.0,49400000.0,2018,searching
LGF,33600000.0,41800000.0,2018,the spy who dumped me
STX,39300000.0,33000000.0,2018,second act
FIP,7900000.0,63600000.0,2018,sanju
Par.,68600000.0,0.0,2018,book club
WB,45800000.0,21600000.0,2018,12 strong
Fox,40800000.0,25500000.0,2018,"love, simon"
STX,36100000.0,30200000.0,2018,mile 22
WB (NL),53100000.0,12800000.0,2018,life of the party
FoxS,32000000.0,32200000.0,2018,isle of dogs
STX,31400000.0,28500000.0,2018,adrift
WB,36300000.0,20800000.0,2018,the 15:17 to paris
LGF,8300000.0,46400000.0,2018,early man
STX,35400000.0,18400000.0,2018,peppermint
WB,29800000.0,22300000.0,2018,teen titans go! to the movies
SGem,30600000.0,21200000.0,2018,slender man
Uni.,46800000.0,4600000.0,2018,breaking in (2018)
Fox,6100000.0,44400000.0,2018,once upon a deadpool
VPD,289000.0,46800000.0,2018,the son of bigfoot
LG/S,42500000.0,4200000.0,2018,uncle drew
LGF,43500000.0,2900000.0,2018,tyler perry's acrimony
Focus,16500000.0,29900000.0,2018,mary queen of scots
SGem,14800000.0,28200000.0,2018,the possession of hannah grace
Par.,21700000.0,20000000.0,2018,overlord
Fox,12700000.0,28400000.0,2018,the darkest minds
Sony,30600000.0,9900000.0,2018,holmes and watson
Global Road,17900000.0,21300000.0,2018,show dogs
Focus,24600000.0,13600000.0,2018,on the basis of sex
CL,70800.0,35300000.0,2018,namiya
Sony,14800000.0,20300000.0,2018,the girl in the spider's web: a new dragon tattoo story
Fox,29700000.0,5200000.0,2018,the hate u give
MGM,34000000.0,0.0,2018,death wish (2018)
Par.,31700000.0,1800000.0,2018,nobody's fool
Fox,17800000.0,14000000.0,2018,bad times at the el royale
FIP,1300000.0,29900000.0,2018,baaghi 2
STX,20700000.0,6800000.0,2018,the happytime murders
Global Road,9600000.0,17800000.0,2018,midnight sun
Sony,1700000.0,25600000.0,2018,pad man
VPD,127000.0,26300000.0,2018,monster family
Studio 8,24000000.0,1900000.0,2018,white boy rick
LGF,25100000.0,0.0,2018,winchester
IFC,8000000.0,16600000.0,2018,the death of stalin
Aviron,24600000.0,0.0,2018,strangers: prey at night
Affirm,17600000.0,5500000.0,2018,"paul, apostle of christ"
VPD,11800000.0,11100000.0,2018,padmaavat
SGem,20900000.0,876000.0,2018,proud mary
Sony,20500000.0,236000.0,2018,superfly
Annapurna,14900000.0,5700000.0,2018,if beale street could talk
Trafalgar,4200000.0,16100000.0,2018,burn the stage: the movie
WGUSA,104000.0,18500000.0,2018,detective k: secret of the living dead
SPC,9600000.0,8600000.0,2018,the wife
LGF,11100000.0,7100000.0,2018,hell fest
ENTMP,17400000.0,591000.0,2018,chappaquiddick
WB,18000000.0,0.0,2018,they shall not grow old
NGE,17500000.0,0.0,2018,free solo
A24,548000.0,17000000.0,2018,the children act
Amazon,7600000.0,8700000.0,2018,beautiful boy (2018)
LG/S,15800000.0,0.0,2018,hunter killer
Focus,9400000.0,6300000.0,2018,tully (2018)
BH Tilt,8900000.0,6300000.0,2018,unfriended: dark web
BH Tilt,12000000.0,2400000.0,2018,upgrade
BST,7700000.0,6600000.0,2018,unsane
Annapurna,3100000.0,10000000.0,2018,the sisters brothers
Uni.,10800000.0,2100000.0,2018,welcome to marwen
Global Road,6700000.0,6000000.0,2018,hotel artemis
Magn.,1400.0,12300000.0,2018,marrowbone
Sony,1300000.0,10900000.0,2018,102 not out
Focus,6800000.0,5000000.0,2018,boy erased
MBox,258000.0,11400000.0,2018,back to burgundy
Greenwich,1600000.0,9900000.0,2018,the bookshop
FoxS,11300000.0,0.0,2018,the old man & the gun
STX,5000000.0,6000000.0,2018,gringo
CJ,94500.0,10600000.0,2018,golden slumber
LGF,5700000.0,4300000.0,2018,kin
GK,35800.0,9600000.0,2018,the big bad fox and other tales
LGF,9200000.0,336000.0,2018,traffik
FoxS,8800000.0,0.0,2018,can you ever forgive me?
Focus,3300000.0,5400000.0,2018,7 days in entebbe
Focus,2000000.0,6600000.0,2018,pope francis - a man of his word
LGF,448000.0,8000000.0,2018,condorito: la pelicula
Amazon,2500000.0,5400000.0,2018,suspiria
BST,3500000.0,4400000.0,2018,disobedience
Spanglish,2600000.0,5200000.0,2018,qué león (what a lion)
Amazon,4099999.0,3700000.0,2018,life itself (2018)
BST,5000000.0,2500000.0,2018,beirut
Distrib.,37100.0,7300000.0,2018,return of the hero
Sony,390000.0,6200000.0,2018,soorma
ENTMP,6100000.0,0.0,2018,the hurricane heist
Orion,6100000.0,0.0,2018,every day (2018)
BST,6000000.0,0.0,2018,leave no trace
FUN,5800000.0,0.0,2018,my hero academia: two heroes
Annapurna,1500000.0,4000000.0,2018,destroyer
Blue Fox,91000.0,5300000.0,2018,madame
BST,5100000.0,0.0,2018,colette
LG/S,4300000.0,530000.0,2018,blindspotting
Amazon,4600000.0,0.0,2018,cold war (2018)
BST,2300000.0,2200000.0,2018,papillon (2018)
VE,4300000.0,0.0,2018,gotti
Scre.,29500.0,4200000.0,2018,the mercy
Yash,330000.0,3900000.0,2018,hichki
PNT,4200000.0,0.0,2018,ya veremos
Amazon,1400000.0,2500000.0,2018,don't worry he won't get far on foot
Aviron,1600000.0,2200000.0,2018,a private war
RAtt.,3700000.0,0.0,2018,ben is back
Electric,3400000.0,0.0,2018,bad samaritan
Cohen,200000.0,3100000.0,2018,gauguin: voyage to tahiti
Magn.,3300000.0,0.0,2018,shoplifters
Sony,2000000.0,1200000.0,2018,the front runner
WB,3200000.0,0.0,2018,2001: a space odyssey (2018 re-release)
IFC,1100000.0,2000000.0,2018,wildlife
PNT,2800000.0,0.0,2018,la boda de valentina
Amazon,2500000.0,0.0,2018,you were never really here
VE,1300.0,2500000.0,2018,billionaire boy's club
SPC,2400000.0,0.0,2018,the rider
GK,2400000.0,0.0,2018,mary and the witch's flower
VE,491000.0,1700000.0,2018,bilal: a new breed of hero
SPC,2000000.0,0.0,2018,a fantastic woman
Fathom,1900000.0,0.0,2018,met opera: la traviata
SPC,1700000.0,0.0,2018,capernaum
LGF,1400.0,1500000.0,2018,i still see you
RAtt.,1400000.0,0.0,2018,finding your feet
SPC,1300000.0,0.0,2018,never look away
SPC,1300000.0,0.0,2018,maria by callas
RLJ,1200000.0,0.0,2018,mandy
Eros,1200000.0,0.0,2018,andhadhun
A24,1200000.0,0.0,2018,lean on pete
Swen,1000000.0,0.0,2018,nothing to lose (2018)
Eros,1000000.0,0.0,2018,raid (2018)
Cohen,1000000.0,0.0,2018,the insult
EOne,990000.0,0.0,2018,little italy
IFC,725000.0,229000.0,2018,the catcher was a spy
FR,905000.0,0.0,2018,the miseducation of cameron post
PackYourBag,901000.0,0.0,2018,kedarnath
Uni.,833000.0,0.0,2018,schindler's list (2018 re-release)
GK,813000.0,0.0,2018,mirai
RAtt.,800000.0,0.0,2018,beast
Fathom,789000.0,0.0,2018,pokemon the movie: the power of us
RAtt.,750000.0,0.0,2018,the party (2017)
WGUSA,719000.0,0.0,2018,burning
SPC,619000.0,0.0,2018,foxtrot
Fathom,616000.0,0.0,2018,the sound of music (2018 re-release)
Fathom,583000.0,0.0,2018,the big lebowski (20th anniversary)
Eros,567000.0,0.0,2018,manmarziyaan
SPC,566000.0,0.0,2018,loveless (2018)
Fathom,550000.0,0.0,2018,tommy wiseau's the room
GK,525000.0,0.0,2018,fireworks (2018)
CJ,501000.0,0.0,2018,the spy gone north
SPC,466000.0,0.0,2018,the happy prince
SPC,462000.0,0.0,2018,final portrait
Gaum.,411000.0,0.0,2018,bag of marbles
Fathom,394000.0,0.0,2018,vertigo (60th anniversary)
FM,375000.0,0.0,2018,oh lucy!
Greenwich,365000.0,0.0,2018,mountain
Grindstone,10000.0,256000.0,2018,time freak
BST,260000.0,0.0,2018,what they had
Eros,250000.0,0.0,2018,batti gul meter chalu
Neon,231000.0,0.0,2018,borg vs. mcenroe
Abr.,231000.0,0.0,2018,matangi/maya/m.i.a.
Fathom,221000.0,0.0,2018,mazinger z: infinity
Fathom,194000.0,0.0,2018,fate/stay night: heaven's feel - i. presage flower
Osci.,186000.0,0.0,2018,summer 1993
Elev.,186000.0,0.0,2018,maquia: when the promised flower blooms (subtitled)
PackYourBag,182000.0,0.0,2018,karwaan
CL,181000.0,0.0,2018,last letter
CJ,179000.0,0.0,2018,the accidental detective 2: in action
MBox,177000.0,0.0,2018,the guardians
VPD,170000.0,0.0,2018,luis & the aliens
Cohen,168000.0,0.0,2018,double lover
IFC,149000.0,0.0,2018,ghost stories
Vita.,149000.0,0.0,2018,museo
Conglomerate,147000.0,0.0,2018,the little mermaid (2018)
Orch.,126000.0,0.0,2018,the young karl marx
MBox,120000.0,0.0,2018,becoming astrid
MUBI,117000.0,0.0,2018,ryuichi sakamoto: coda
WGUSA,115000.0,0.0,2018,gonjiam: haunted asylum
CJ,112000.0,0.0,2018,take point
Orch.,112000.0,0.0,2018,the dawn wall
CJ,111000.0,0.0,2018,the negotiation
MBox,109000.0,0.0,2018,the captain
IFC,109000.0,0.0,2018,mary shelley
FM,108000.0,0.0,2018,in between
Eros,104000.0,0.0,2018,namaste england
Eros,103000.0,0.0,2018,happy phirr bhag jayegi
Magn.,103000.0,0.0,2018,ismael's ghosts
Neon,102000.0,0.0,2018,revenge (2018)
WGUSA,101000.0,0.0,2018,unstoppable (2018)
Darin Southa,93200.0,5200.0,2018,reign of judges: title of liberty - concept short
FM,89300.0,0.0,2018,the third murder
IFC,88000.0,0.0,2018,the house that jack built
KL,83900.0,0.0,2018,custody
Cohen,82300.0,0.0,2018,godard mon amour
EOne,78000.0,0.0,2018,just a breath away
Eros,75900.0,0.0,2018,mukkabaaz
CJ,75100.0,0.0,2018,keys to the heart
KL,74800.0,0.0,2018,tehran taboo
OutF,73500.0,0.0,2018,the last suit
Magn.,73300.0,0.0,2018,"nico, 1988"
FM,43200.0,30000.0,2018,antonio lopez 1970: sex fashion & disco
Eros,72000.0,0.0,2018,helicopter eela
Magn.,67600.0,0.0,2018,under the tree
Super,52100.0,0.0,2018,before we vanish
FM,50900.0,0.0,2018,i am not a witch
Super,46300.0,0.0,2018,racer & the jailbird
Cohen,44300.0,0.0,2018,rodin
KL,44200.0,0.0,2018,what will people say
IFC,41900.0,0.0,2018,a ciambra
CL,37700.0,0.0,2018,oolong courtyard
WGUSA,37100.0,0.0,2018,girls vs gangsters
Distrib.,36400.0,0.0,2018,"no date, no signature"
MBox,28300.0,0.0,2018,the apparition (2018)
FM,26200.0,0.0,2018,the charmer
Scre.,24300.0,0.0,2018,elliot: the littlest reindeer
Strand,22100.0,0.0,2018,the workshop
Uni.,22000.0,0.0,2018,loving pablo
KL,21600.0,0.0,2018,a paris education
CL,20700.0,0.0,2018,tag along: the devil fish
Strand,18400.0,0.0,2018,gabriel and the mountain
Icar.,17800.0,0.0,2018,marlina the murderer in four acts
IFC,14000.0,0.0,2018,the escape
CARUSEL,13000.0,0.0,2018,how victor 'the garlic' took alexey 'the stud' to the nursing home
CLS,12900.0,0.0,2018,"lou andreas-salomé, the audacity to be free"
Men.,12200.0,0.0,2018,let yourself go
PDF,11700.0,0.0,2018,hannah (2018)
Strand,11400.0,0.0,2018,souvenir
CARUSEL,10000.0,0.0,2018,furious (legend of kolovrat)
Osci.,8900.0,0.0,2018,beauty and the dogs
Magn.,6200.0,0.0,2018,the quake
FM,4800.0,0.0,2018,edward ii (2018 re-release)
Sony,2500.0,0.0,2018,el pacto
Synergetic,2400.0,0.0,2018,the swan
Grav.,1700.0,0.0,2018,an actor prepares
